Logo,Name,Address,Phone,Board or Medium,Overview,Image,Reviews
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/7279-medium.bmp,"Eurokids-ChandaNagar,Hyderabad–UrbanPro","Address:#6/95/9Phase2,HudaColony,ChandaNagar,Hyderabad-500050Locality:ChandaNagar(FindmoreChandaNagarschools)",,,OverviewEuroKids is a brand owned by EuroKids International Ltd which was formerly known as Egmont Imagination (India) Ltd. The core activity of the company revolved around children book publishing. The company had abundant access to Pre-School learning content and wanted to use its expertise in bringing good quality content to Indian students. This set off a process which led to the setting up of an organised Pre-School chain with the commencement of franchising in 2001. Since then EuroKids has added more than 600+ franchised pre-schools in 260 cities across India and provided more than 450 individuals an opportunity to develop their entrepreneurial journey.DetailsExtra-curricular Activities:* Music* Art* Drama* Dance* Computer activitiesInfrastructure:* Discover centers* Computer Labs* LibraryAdditional Details:A child can realize his complete potential only if parents are actively involved in his/her education process. At EuroKids we believe that parents are an integral part of the system and we involve them in school activities on a regular basis. Parents are informed about the happenings at EuroKids through informative newsletters.,['https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/444-large.jpg'],"[""Parents, please think twice before sending your kids to Euro Kids, chanda nagar. There are multiple issues with this branch..The prime issue is, they PUNISH the little ones !!! that too for silly and unnecessary reasons ! They make kids stand in the class room, stand in their Knee with hands up, tell 'Get"", ""out' to kids..Ask littile ones to finish food fast and also ask to close the box, if any one can't complete it with in their short time...They make them stand separartly, if they are late to class....If we complain, they simply deny it...the branch manager, navaneetha and other one - sunita are number one liers...my kid is afraid to go to school...she plays as school teacher at home"", 'and 90% of time she simply shouts and make punishments and tells this is how her class is...Another thing is, there is no quality for teaching..their staff get changed very frequently..so there is no continution...we are waiting to move out of the school asap...Their support staff also not good...they even eat kids left out fruits some times...The branch manager is very rude and i have', 'noted that, she fights/ argue with parents very badly....once the kid reaches UKG and after payment, they are least bothered about them with out any proper teachers...So think thrice before sending your little one to here..you will end up in paying huge money to get punishment for your kid....', ""Parents, please think twice before sending your kids to Euro Kids, chanda nagar. There are multiple issues with this branch..The prime issue is, they PUNISH the little ones !!! that too for silly and unnecessary reasons ! They make kids stand in the class room, stand in their Knee with hands up, tell 'Get"", ""out' to kids..Ask littile ones to finish food fast and also ask to close the box, if any one can't complete it with in their short time...They make them stand separartly, if they are late to class....If we complain, they simply deny it...the branch manager, navaneetha and other one - sunita are number one liers...my kid is afraid to go to school...she plays as school teacher at home"", 'and 90% of time she simply shouts and make punishments and tells this is how her class is...Another thing is, there is no quality for teaching..their staff get changed very frequently..so there is no continution...we are waiting to move out of the school asap...Their support staff also not good...they even eat kids left out fruits some times...The branch manager is very rude and i have', 'noted that, she fights/ argue with parents very badly....once the kid reaches UKG and after payment, they are least bothered about them with out any proper teachers...So think thrice before sending your little one to here..you will end up in paying huge money to get punishment for your kid....']"
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/7237-medium.bmp,"SadhanaPre-School,Hyderabad–UrbanPro","Address:#91,KamalapuriColony,SrinagarColonyHyderabad-500073Locality:SriNagarColony(FindmoreSriNagarColonyschools)Landmark:NearNiligiriSuperMarket",Phone:+91-9059592345,,"OverviewSadhana Preschool is an effort to impart quality education to the little ones via a unique learning process involving a lot of fun in a very friendly environment. It is founded by Mrs.Anuradha Vankineni, who is well trained teacher from a Montessori Institution.DetailsSchool days:                        Monday - SaturdaySchool timings:8:45 am - 3:00 pmInfrastructure:* A beautiful, clean and orderly environment.* Clearly defined area within the school where materials are arranged in order.Additional Details:* We follow montessori methodology* Our guidance is anchored on nourishing human value",['https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/408-large.bmp'],[]
https://c.urbanpro.com/assets/new-ui/institute-100X100-ae57a720944cb2ea51222c07b965773b.png,"RootsMontessoriHouseofChildren,Hyderabad–UrbanPro",Address:VijayaNagarColonyHyderabad-500057Locality:VijayNagarColony(FindmoreVijayNagarColonyschools),Phone:+91-40-23345222,,OverviewDetails,[],[]
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/13086-medium.jpg,"DISHAKIDS,Hyderabad–UrbanPro","Address:INDIRANAGAR,TANDUR,RRDISTHyderabad-501141",Phone:9515 908 908,Integrated,"OverviewWe try to link the child’s home environment to the classroom activities. The play way and Montessori methods undertaken at “ Disha Kids’ help a child to develop mental, physical, emotional, and social growth.We have created a unique curriculum using the best of Playway and the Montessori method of teaching. Under this, the child is taught to develop his/her physical, mental, emotional acumen.All Disha Kids curriculum and activities are conducted in a conducive environment, where the teachers carefully guide the development of the child's academic and social skills.DetailsSchool days:                        220School timings:9.00 Am to 3.30 PmPrincipal:Aruna BenoorManagement:Rise FoundationYear Established:2011Extra-curricular Activities:HOLISTIC GROWTH,DANCE,MUSIC,DRAMATICS,PUBLIC SPEAKING,KARATE,ART & CRAFT,SOCIAL AWARENESS,Admission Details:The completed form should be submitted with the following documents:•Copy of the Birth Certificate (produce the original also for verification)•Blood Group Certificate•Passport Size Photographs - 6 Nos. (Child) ; 2 Nos. (Parents)We use multiple intelligences to prepare DISHA MI-SCHOOL Tandur students to embrace a multi-faceted world we live in. Our philosophy is, The more ways we teach, the more children we reach""Fees:12000/-",[],[]
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/9179-medium.bmp,"HelloKids-Orchid,Hyderabad–UrbanPro","Address:RaghavendraNagarColony,KondapurRangareddyDist,Kondapur,Hyderabad-500082Locality:Kondapur(FindmoreKondapurschools)",Phone:+91-9000252532,,"OverviewHello Kids is a place where children can grow and develop while reading, listening and playing. Here they move from dependence to independence from shaky coordination to refined skills, from body language to verbal communication, from self-absorption to growing social awareness.Some call it pre-school, some call it fun-school, we call it Hello Kids; the chain of pre-schools that believes in enlightening children by entertaining them. Hello Kids looks nothing like a pre-school, but rather like a Kids heaven.Hello Kids caters to the age group of 1 1/2 to 51/2 years old kids and offers the best of Montessori, play way, gurukul and thereby combines the best methods from all round the world. At Hello Kids, we believe in bringing up children who are all rounders, who can use their 5 senses effectively by enjoying and gaining new knowledge. Hello Kidsensures all round development of the child and expose him to many aspects of life.DetailsExtra-curricular Activities:* Exercises, Yoga & Meditation* Computer basics for 3+ yrs.* Regular tips for parents.* Celebrations (B'days/Festivals).* Excursions / picnics.Infrastructure:* Researched Curriculum.* Children friendly environment.* Creative play-way methods.* Regular health check-ups.* Trained, experienced, friendly faculty.* Hygienic environment.* Library* Stage exposure* Educated maids (Ayas)",[],[]
https://c.urbanpro.com/assets/new-ui/institute-100X100-ae57a720944cb2ea51222c07b965773b.png,"BrilliantMontessoriGrammarHighSchool,Hyderabad–UrbanPro",Address:DwarakapuriColonyDilsukhNagarHyderabad-500060Locality:Dilsukhnagar(FindmoreDilsukhnagarschools),"Phone:040-24040161, 040-24042869                                                                            9391030084",STATEBOARD,OverviewDetails,[],[]
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/7216-medium.bmp,"Kidzee-Barkatpura-Hyderabad,Hyderabad–UrbanPro","Address:#3-4822,Barkatpura,BarkatpuraHyderabad-500027Locality:Barkatpura(FindmoreBarkatpuraschools)",Phone:+91-9246368090,,"OverviewKidzee is the largest chain of the pre-school in Asia. With 600 + pre-school Kidzee has reached out to 200000 parents & has been a defining body child development. Kidzee is present across 275 cities in India. It houses PG nursery & KG program for the age group beginning 1.5 years to 5 years. Zee Learn run India's No. 1 chain of pre-school, Kidzee with 623 operational pre-school in more than 275 cities. Kidzee is a pioneer in organized and standardized pre-school in the country.DetailsSchool days:                        Monday - SaturdaySchool timings:10:00 am - 5:00 pmExtra-curricular Activities:* Dance* Music* Number Work* GK* ArtAdditional Details:KIDZEE ADVANTAGES•Early Childhood Development•Grow as an individual•Self-reliance•Learning how to learn•Preschool to School•Peer interactionAdmission Details:PLAYGROUP - 1.6 to 2.6 YrsNURSERY  - 2.6 to 3.6 YrsJUNIOR KG  - 3.6 to 4.6 YrsSENIOR KG  - 4.6 to 5.6 Yrs","['https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/369-large.bmp', 'https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/368-large.bmp']",['There is no kidzee in barkhatpura']
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/9472-medium.jpg,"TulipsthePreSchool,Hyderabad–UrbanPro","Address:Plotno.33,HiriseKVRParadise,NearSilverOaks,Bachupally,RRdistHyderabad-500092Locality:Bachupally(FindmoreBachupallyschools)Landmark:NearSilverOaksSchool","Phone:040-42014918, 9908227684 / 94",IB&MONTESSORI,"OverviewTulips the Pre School has been started by researchers in Child psycology.The Curriculum that TULIPS follows is a unique blend of International Baaccalaureate and Montessori methods.DetailsSchool days:                        Mon - friSchool timings:9:00 A. M - 12: 30 P.MPrincipal:Mrs. TarunaManagement:5 managing directorsYear Established:2010Extra-curricular Activities:Drawing, art and crafts, DanceInfrastructure:portable personalised learning devices with audio visual lessons. mini theatreAdmission Details:Admission procedure starts with the parents visiting the school and understanding the importance of the instruction methods followed there. It is followed by the counselor interacting with the child and finding out the age appropriate class the child fits into.Fees:20,000 p.a",['https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/718-large.jpg'],"['I see from your website that you have expertise in child psychology. I joined my son who has few symptoms of ADHD in your school a month back but after a month you are not in a position to take the challenge. Can you please justify how you are able utilize the child psychology specialists', 'Teaching is a noble profession, which requires lot of skill and articulation especially when dealing with kids below 3 years.', 'Unfortunately this school does not have this and my experience with them is very bad. Tulips bachupally is a money making machine with no sense of responsibility, wherein the expectation is that kids come into the school, warmup the seats, and go back without any activity or bothering the teachers.', 'Child phsycology is a joke, they are not even fit to be normal teachers, which our generation was lucky to have.', 'If you want to have a better future for your kid, this school is not recommended.', 'I have had a very bad experience with this school. The teachers especially the principal lacks basic sense of dealing with kids below the age of 3 years. I personally feel these folks have to get some medical checkups done as I have noticed they are quick to pass on the buck to poor children, by using terms like ADHD, Asperger synd etc., which I feel', 'is because of their sheer lack of competency, capability, intention and the infrastructure.', '', 'I would advice to all the parents to stay away from the school for a better future of your loved one.', 'Very good school...']"
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/1890-medium.jpg,"DelhiPublicSchool,Hyderabad–UrbanPro","Address:PlotNo.44&42A,BharatNagarNacharamHyderabad-500076Locality:BharatNagar(FindmoreBharatNagarschools)",Phone:040-27156282,CBSESCHOOL,"OverviewThe SchoolInceptionDelhi Public School started as an answer to the long felt needs of the bourgeoning population of the twin cities of Hyderabad and Secunderabad. The School under the aegis of the Delhi Public School Society at New Delhi, began its operations at Mahendra Hills in the year 2003. Within three years, the School migrated to its sprawling campus at Nacharam located in Hyderabad far away from the maddening crowd. With an impressive strength of students, teaching and administrative staff, Delhi Public School Secunderabad has already made its mark as one of the premier institutes.Our VisionTo impart world class education that shall foster academic excellence. physical fitness.  Psychological and spiritual health, social consciousness, self discipline and concern for the environment in each DPS student through our own systems and practices.Facilitate and catalyze true learning for developing an equipoise individual with civic sense and social responsibility. We empower the young minds with discovery and realization of their dreams and goals. Design the course to positively think, act reflect and adapt responsibility.Our MissionIs  to make our educational establishment an innovative center of learning where teachers collaborate with students in developing pedagogical applications. To adopt a holistic approach to the growth and development of the students learning and lay the foundation for continual pursuit of knowledge and skills, respect for learning and a desire to be a life long learnerDetailsYear Established:2003",['https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/photo/140-large.jpg'],[]
https://s3-ap-southeast-1.amazonaws.com/tv-prod/school/logo/9195-medium.bmp,"HelloKids-TinyTots,Hyderabad–UrbanPro","Address:Opp.S.V.RNursingHome,VidythNagar,AmalapuramEastGodavariDistHyderabad-533201Locality:VidyaNagar(FindmoreVidyaNagarschools)","Phone:+91-9848436306, +91-9849757277",,"OverviewHello Kids is a place where children can grow and develop while reading, listening and playing. Here they move from dependence to independence from shaky coordination to refined skills, from body language to verbal communication, from self-absorption to growing social awareness.Some call it pre-school, some call it fun-school, we call it Hello Kids; the chain of pre-schools that believes in enlightening children by entertaining them. Hello Kids looks nothing like a pre-school, but rather like a Kids heaven.Hello Kids caters to the age group of 1 1/2 to 51/2 years old kids and offers the best of Montessori, play way, gurukul and thereby combines the best methods from all round the world. At Hello Kids, we believe in bringing up children who are all rounders, who can use their 5 senses effectively by enjoying and gaining new knowledge. Hello Kidsensures all round development of the child and expose him to many aspects of life.DetailsExtra-curricular Activities:* Exercises, Yoga & Meditation* Computer basics for 3+ yrs.* Regular tips for parents.* Celebrations (B'days/Festivals).* Excursions / picnics.Infrastructure:* Researched Curriculum.* Children friendly environment.* Creative play-way methods.* Regular health check-ups.* Trained, experienced, friendly faculty.* Hygienic environment.* Library* Stage exposure* Educated maids (Ayas)",[],[]
https://c.urbanpro.com/assets/new-ui/institute-100X100-ae57a720944cb2ea51222c07b965773b.png,"Uma'sMontessori&UpperPrimarySchool,Hyderabad–UrbanPro","Address:PadmaraoNagar,MusheerabadHyderabad-500020Locality:Musheerabad(FindmoreMusheerabadschools)Landmark:NearAmalbasti",Phone:+91-40-27501138,StateBoard,OverviewDetails,[],[]
https://c.urbanpro.com/assets/new-ui/institute-100X100-ae57a720944cb2ea51222c07b965773b.png,"SishuViharMontessoriSchool,Hyderabad–UrbanPro","Address:#3-4-759/4,AndhraYuvathiMandaliBarkatpura,KachigudaHyderabad-500027Locality:Kachiguda(FindmoreKachigudaschools)Landmark:NearRaghavendraSwamyTemple",Phone:+91-40-27568925,,OverviewDetails,[],[]
